06/15-08:19:59.251808  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.57.10:1045 -> 37.157.255.194:80
08/17-19:06:39.017164  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.34.10:1033 -> 188.229.88.82:80
06/30-20:01:21.683581  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.43.10:1058 -> 66.85.130.234:53
06/27-09:32:20.746218  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.26.10:1041 -> 62.109.27.188:80
05/20-16:54:47.810389  [**] [1:2009897:6] ET MALWARE Possible Windows executable sent when remote host claims to send html content [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.59.198.60:80 -> 192.168.114.10:1055
08/01-02:53:39.044002  [**] [1:2013414:5] ET POLICY Executable served from Amazon S3 [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 205.251.242.197:80 -> 192.168.61.10:1046
09/15-13:54:43.929463  [**] [1:2017206:1] ET INFO Obfuscated Eval String 1 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 46.30.211.62:80 -> 192.168.16.10:1030
11/29-13:47:41.767146  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 108.170.199.172:80 -> 192.168.89.10:1662
06/21-04:43:53.663827  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.125.10:1031 -> 66.7.242.83:80
06/11-17:48:02.637918  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 37.157.255.158:80 -> 192.168.112.10:1038
06/20-19:53:09.126478  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.102.10:1053 -> 37.157.255.171:80
07/11-12:42:58.661392  [**] [1:556:5] P2P Outbound GNUTella client request [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.20.10:1078 -> 95.89.148.189:54120
02/23-23:32:40.396724  [**] [1:2015928:2] ET CURRENT_EVENTS RedKit Exploit Kit Java Request to Recent jar (1) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.119.10:1054 -> 65.254.248.196:80
05/11-11:12:06.176310  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 184.51.102.88:80 -> 192.168.37.10:1305
05/22-15:54:06.938754  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.96.10:1049 -> 239.255.255.250:1900
06/05-16:03:51.143239  [**] [1:1113:5] WEB-MISC http directory traversal [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.90.10:1045 -> 184.173.128.178:80
06/10-05:52:28.363011  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 46.37.185.230:80 -> 192.168.126.10:1040
10/30-02:37:08.710213  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.31.10:1043 -> 46.235.8.175:80
04/30-23:59:08.288017  [**] [1:2014293:3] ET TROJAN Smart Fortress FakeAV/Kryptik.ABNC Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.66.10:1078 -> 220.164.140.246:80
04/30-23:59:19.814332  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 98.231.255.106:34355 -> 192.168.66.10:1160
04/30-23:59:28.520141  [**] [1:2015878:1] ET POLICY Maxmind geoip check to /app/geoip.js [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.66.10:1259 -> 74.86.64.162:80
08/08-13:26:39.730562  [**] [1:2014914:5] ET CURRENT_EVENTS NuclearPack - PDF Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 85.13.146.225:80 -> 192.168.100.10:1049
08/08-13:27:21.065300  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.100.10:1051 -> 194.9.94.235:80
04/30-20:35:25.997648  [**] [1:2018643:4] ET TROJAN Win32/Zemot Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.45.10:1085 -> 50.184.114.83:80
04/30-20:35:34.209615  [**] [1:2018643:4] ET TROJAN Win32/Zemot Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.45.10:1087 -> 50.184.114.83:80
09/17-21:26:23.217170  [**] [1:882:5] WEB-CGI calendar access [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.72.10:1031 -> 173.201.93.128:80
08/31-01:21:14.415837  [**] [1:2017020:10] ET CURRENT_EVENTS Dotka Chef EK exploit/payload URI request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.38.10:1062 -> 209.240.136.252:80
10/06-10:20:35.664666  [**] [1:2016540:2] ET CURRENT_EVENTS SUSPICIOUS JAR Download by Java UA with non JAR EXT matches various EKs [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 199.16.130.20:80 -> 192.168.36.10:1076
10/22-19:25:47.485689  [**] [1:2017020:10] ET CURRENT_EVENTS Dotka Chef EK exploit/payload URI request [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.95.10:1071 -> 84.254.218.24:80
10/28-19:08:58.974218  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 186.55.140.138 -> 192.168.42.10
10/28-19:09:14.304769  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 37.243.218.70 -> 192.168.42.10
11/16-02:14:11.446393  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 68.67.128.57:80 -> 192.168.78.10:1100
03/07-17:15:09.808708  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 178.216.168.121:80 -> 192.168.61.10:1038
06/11-18:15:36.452584  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 184.72.237.31:80 -> 192.168.44.10:1386
06/11-18:15:36.456408  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.44.10:1349 -> 199.27.79.166:80
05/29-16:28:04.481045  [**] [1:2014892:3] ET CURRENT_EVENTS RedKit - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.170.187:80 -> 192.168.100.10:1047
12/29-22:34:07.651797  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.56.10:1046 -> 94.208.228.168:80
08/16-21:17:44.192344  [**] [1:2012491:7] ET TROJAN Suspicious User-Agent (Presto) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.12.10:1072 -> 95.163.66.184:80
04/28-14:24:56.445578  [**] [1:2017603:8] ET CURRENT_EVENTS Magnitude EK (formerly Popads) Java Exploit 32-32 byte hex java payload request Oct 16 2013 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.10.10:1114 -> 193.169.245.7:80
05/25-20:13:26.550764  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 195.210.47.109:80 -> 192.168.106.10:1068
08/15-15:24:20.147023  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.115.10:1033 -> 93.184.216.119:80
05/02-11:20:13.677641  [**] [1:2014609:1] ET CURRENT_EVENTS Incognito Exploit Kit Java request to images.php?t= [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.124.10:1038 -> 94.75.213.211:80
05/02-11:20:54.922346  [**] [1:399:6] ICMP Destination Unreachable Host Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 66.150.55.188 -> 192.168.124.10
05/19-17:17:00.728226  [**] [1:2014895:5] ET CURRENT_EVENTS RedKit - Landing Page Received - applet and code [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 94.75.213.155:80 -> 192.168.80.10:1057
12/06-17:18:52.342140  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 149.255.33.227:80 -> 192.168.127.10:1098
01/31-00:05:01.691425  [**] [1:2014726:59] ET POLICY Outdated Windows Flash Version IE [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 192.168.98.10:1054 -> 69.39.239.7:80
05/24-03:02:23.618379  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.112.10:1041 -> 188.72.248.209:80
08/15-19:15:43.945153  [**] [1:2013027:2] ET CURRENT_EVENTS Java/PDF Exploit kit initial landing [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.47.10:1077 -> 91.193.72.42:80
08/23-18:20:19.036025  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 96.17.50.110:443 -> 192.168.41.10:1104
07/27-02:30:46.341436  [**] [1:2016228:4] ET CURRENT_EVENTS Metasploit CVE-2013-0422 Jar [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 70.84.13.74:80 -> 192.168.123.10:1049
04/14-23:06:51.410652  [**] [1:2014664:5] ET CURRENT_EVENTS Blackhole - Jar File Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 69.60.121.162:80 -> 192.168.29.10:1064
07/07-07:07:15.487411  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.117.10:1043 -> 95.168.187.211:80
01/18-14:31:04.198924  [**] [1:2016300:3] ET TROJAN Simda.C Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.27.10:1078 -> 91.121.12.201:80
06/20-19:13:06.425553  [**] [1:2014819:1] ET INFO Packed Executable Download [**] [Classification: Misc activity] [Priority: 3] {TCP} 37.157.255.172:80 -> 192.168.51.10:1040
06/28-16:08:56.265337  [**] [1:2014543:1] ET CURRENT_EVENTS TDS Sutra - request in.cgi [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.24.10:1039 -> 62.75.218.37:80
03/11-00:24:09.253646  [**] [1:2014542:2] ET CURRENT_EVENTS TDS Sutra - redirect received [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 94.75.244.113:80 -> 192.168.91.10:1036
03/11-00:25:02.059605  [**] [1:2013975:2] ET CURRENT_EVENTS Neosploit Java Exploit Kit request to /? plus hex 32 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.91.10:1063 -> 188.165.3.22:80
10/09-12:50:37.743809  [**] [1:2013916:4] ET CURRENT_EVENTS Incognito Exploit Kit Java request to showthread.php?t= [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.115.10:1049 -> 95.163.66.209:80
04/11-20:47:35.699878  [**] [1:2014537:1] ET CURRENT_EVENTS Initial Blackhole Landing .prototype.q catch with split [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 174.120.5.190:80 -> 192.168.118.10:1030
12/01-07:35:02.171635  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.7.10:1033 -> 239.255.255.250:1900
11/22-14:05:21.224767  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
09/01-05:56:42.875139  [**] [1:2014154:3] ET CURRENT_EVENTS DRIVEBY PDF Containing Subform with JavaScript [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 184.82.160.118:80 -> 192.168.62.10:1032
04/05-15:03:44.641390  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.11.10:1051 -> 239.255.255.250:1900
04/05-15:04:15.811116  [**] [1:2014300:2] ET TROJAN Win32/Kryptik.ABUD Checkin [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.11.10:1079 -> 78.159.112.131:80
04/05-15:04:44.119042  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 188.165.4.33:80 -> 192.168.11.10:1099
03/27-18:32:07.844315  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
10/27-15:01:26.980948  [**] [1:2011582:38] ET POLICY Vulnerable Java Version 1.6.x Detected [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 192.168.63.10:1091 -> 216.97.225.110:80
10/27-15:01:40.670732  [**] [1:2015474:2] ET TROJAN ZeroAccess udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.63.10:1116 -> 85.114.128.127:53
05/15-13:39:57.115208  [**] [1:2019415:3] ET POLICY SSLv3 inbound connection to server vulnerable to POODLE attack [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 184.30.253.177:443 -> 192.168.19.10:1042
05/15-13:40:01.888713  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 216.38.160.155:80 -> 192.168.19.10:1093
03/14-18:06:25.597515  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 165.254.105.82:80 -> 192.168.36.10:1087
03/14-18:06:55.148671  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 68.67.128.121:80 -> 192.168.36.10:1066
03/14-18:07:02.978080  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.36.10:1296 -> 68.67.128.121:80
03/14-18:07:14.027809  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.36.10:1071 -> 198.144.96.115:80
03/14-18:07:18.776211  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 64.156.167.77:80 -> 192.168.36.10:1947
03/14-18:07:24.851076  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.36.10:1066 -> 68.67.128.121:80
09/03-06:55:42.236396  [**] [1:2011410:3] ET DNS DNS Query for Suspicious .cz.cc Domain [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 192.168.7.10:1052 -> 4.2.2.3:53
04/26-22:18:36.363098  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 173.241.250.7:80 -> 192.168.86.10:1117
04/26-22:18:40.751367  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 50.97.236.98:80 -> 192.168.86.10:1140
04/26-22:18:50.142467  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 208.71.121.1:80 -> 192.168.86.10:1564
04/26-22:18:53.238016  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.86.10:1299 -> 68.67.128.69:80
04/26-22:20:00.194558  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.86.10:1900 -> 68.67.128.69:80
04/26-22:20:02.908306  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 205.210.187.217:80 -> 192.168.86.10:1992
04/26-22:20:16.580339  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 107.22.20.250:80 -> 192.168.86.10:2098
05/26-15:22:30.917052  [**] [1:2017637:1] ET INFO Java File Sent With X-Powered By HTTP Header - Common In Exploit Kits [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 178.162.170.180:80 -> 192.168.60.10:1072
05/26-15:22:33.606183  [**] [1:2014750:3] ET CURRENT_EVENTS Incognito/RedKit Exploit Kit vulnerable Java payload request to /1digit.html [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.60.10:1072 -> 178.162.170.180:80
06/06-02:03:12.823511  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.41:80 -> 192.168.78.10:1060
03/30-16:39:27.368721  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.140.101:80 -> 192.168.36.10:1037
03/30-16:39:27.502602  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 74.125.140.101:80 -> 192.168.36.10:1037
07/15-11:38:06.865537  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 184.24.239.144:80 -> 192.168.88.10:1055
06/14-10:17:13.486615  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.3.10:1070 -> 107.6.91.102:80
06/14-10:17:14.316863  [**] [1:396:6] ICMP Destination Unreachable Fragmentation Needed and DF bit was set [**] [Classification: Misc activity] [Priority: 3] {ICMP} 74.121.142.247 -> 192.168.3.10
06/14-10:17:14.623589  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.3.10:1094 -> 176.32.100.72:80
06/14-10:17:21.950331  [**] [1:2017297:5] ET CURRENT_EVENTS Possible CritX/SafePack/FlashPack EXE Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 62.76.179.182:80 -> 192.168.3.10:1103
01/07-15:10:55.288131  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 188.116.34.246:80 -> 192.168.42.10:1059
01/05-03:18:42.720682  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 62.76.179.185:80 -> 192.168.39.10:1042
05/22-18:25:41.690597  [**] [1:2015482:8] ET TROJAN ZeroAccess Outbound udp traffic detected [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 192.168.112.10:1072 -> 85.102.254.255:16464
01/22-17:25:15.053464  [**] [1:2014032:1] ET CURRENT_EVENTS DRIVEBY Generic Java Rhino Scripting Engine Exploit Previously Requested org.class [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.10.10:1056 -> 92.241.191.175:80
01/28-15:06:22.870410  [**] [1:2021076:1] ET INFO SUSPICIOUS Dotted Quad Host MZ Response [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 178.32.189.100:80 -> 192.168.48.10:1064
01/28-15:06:48.217635  [**] [1:2015665:1] ET CURRENT_EVENTS NeoSploit - TDS [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 192.168.48.10:1069 -> 178.32.189.100:80
02/22-16:57:06.469136  [**] [1:402:7] ICMP Destination Unreachable Port Unreachable [**] [Classification: Misc activity] [Priority: 3] {ICMP} 64.235.155.81 -> 192.168.56.10
01/16-22:12:44.123775  [**] [1:2014473:2] ET INFO JAVA - Java Archive Download By Vulnerable Client [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.95.10.212:80 -> 192.168.66.10:1046
10/30-19:23:34.019078  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
01/23-01:27:20.917490  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.33.10:1037 -> 239.255.255.250:1900
10/26-07:14:36.588223  [**] [1:2017208:1] ET INFO Obfuscated Eval String 3 [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 66.147.244.207:80 -> 192.168.4.10:1041
10/26-07:14:42.229438  [**] [1:2013036:2] ET TROJAN Java EXE Download by Vulnerable Version - Likely Driveby [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 46.235.8.175:80 -> 192.168.4.10:1049
03/16-14:56:54.612341  [**] [1:2018959:2] ET POLICY PE EXE or DLL Windows file download HTTP [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 54.241.4.147:80 -> 192.168.73.10:1053
05/13-16:30:31.806205  [**] [1:2003626:9] ET MALWARE Double User-Agent (User-Agent User-Agent) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.38.10:1156 -> 178.162.174.134:80
07/08-16:11:01.773767  [**] [1:2925:3] INFO web bug 0x0 gif attempt [**] [Classification: Misc activity] [Priority: 3] {TCP} 204.2.133.34:80 -> 192.168.71.10:1094
06/10-19:14:37.157545  [**] [1:2014230:4] ET TROJAN Karagany/Kazy Obfuscated Payload Download [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.145:80 -> 192.168.60.10:1043
06/10-19:14:37.944281  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 37.157.255.145:80 -> 192.168.60.10:1043
01/17-17:15:39.430643  [**] [1:1113:5] WEB-MISC http directory traversal [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.116.10:1107 -> 74.125.228.123:80
02/24-19:35:10.132132  [**] [1:2014914:5] ET CURRENT_EVENTS NuclearPack - PDF Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 96.125.173.223:80 -> 192.168.121.10:1035
02/24-19:35:27.755403  [**] [1:2002945:10] ET POLICY Java Url Lib User Agent Web Crawl [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 192.168.121.10:1042 -> 96.125.173.223:80
08/13-05:04:12.037863  [**] [1:2015050:3] ET TROJAN Generic - 8Char.JAR Naming Algorithm [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 94.23.225.71:80 -> 192.168.13.10:1042
05/30-19:47:40.182965  [**] [1:2016298:3] ET CURRENT_EVENTS Malicious iframe [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 74.220.202.14:80 -> 192.168.25.10:1029
09/17-17:00:23.541840  [**] [1:2017639:2] ET INFO JAR Size Under 30K Size - Potentially Hostile [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 89.201.174.28:80 -> 192.168.11.10:1043
05/27-19:47:54.289342  [**] [1:1917:6] SCAN UPnP service discover attempt [**] [Classification: Detection of a Network Scan] [Priority: 3] {UDP} 192.168.73.10:1043 -> 239.255.255.250:1900
05/27-19:48:18.401918  [**] [1:2016970:3] ET CURRENT_EVENTS Karagany encrypted binary (3) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 178.162.170.182:80 -> 192.168.73.10:1050
04/29-14:04:33.286072  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 98.191.251.17:53 -> 192.168.10.10:1225
04/29-14:04:38.330228  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 98.191.251.17:53 -> 192.168.10.10:1323
04/29-14:04:43.665153  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 98.191.251.17:53 -> 192.168.10.10:1424
04/29-14:04:49.216466  [**] [1:2013935:4] ET TROJAN Win32.Zbot.chas/Unruy.H Covert DNS CnC Channel TXT Response [**] [Classification: A Network Trojan was Detected] [Priority: 1] {UDP} 98.191.251.17:53 -> 192.168.10.10:1498
04/30-22:42:49.322532  [**] [1:527:8] BAD-TRAFFIC same SRC/DST [**] [Classification: Potentially Bad Traffic] [Priority: 2] {UDP} 0.0.0.0:68 -> 255.255.255.255:67
04/30-22:43:28.897176  [**] [1:2015695:3] ET CURRENT_EVENTS DRIVEBY Generic - 8Char.JAR Naming Algorithm [**] [Classification: Attempted User Privilege Gain] [Priority: 1] {TCP} 94.75.213.155:80 -> 192.168.112.10:1081
04/30-22:44:01.947040  [**] [1:2013912:4] ET TROJAN P2P Zeus Response From CnC [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 99.232.196.57:34354 -> 192.168.112.10:1190
09/16-20:34:05.216288  [**] [1:2013916:4] ET CURRENT_EVENTS Incognito Exploit Kit Java request to showthread.php?t= [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.104.10:1049 -> 89.201.174.28:80
08/03-23:34:42.439928  [**] [1:2014316:1] ET CURRENT_EVENTS DRIVEBY Incognito libtiff PDF Exploit Recieved [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 46.4.67.7:80 -> 192.168.5.10:1040
07/13-15:14:01.025181  [**] [1:100000122:1] COMMUNITY WEB-MISC mod_jrun overflow attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 192.168.14.10:1466 -> 216.120.27.21:80
07/13-01:11:45.686314  [**] [1:2017199:2] ET CURRENT_EVENTS Java UA Requesting Numeric.ext From Base Dir (Observed in Redkit/Sakura) [**] [Classification: A Network Trojan was Detected] [Priority: 1] {TCP} 192.168.31.10:1040 -> 79.96.124.186:80
